0	0	1.7588
1	0	1.8743
2	0	1.9541
3	0	1.9949
4	2	1.9949
5	0	1.9541
6	0	1.8743
7	0	1.7588
8	0	1.6121
9	0	1.4404
10	0	1.2507
11	0	1.0506
12	0	0.84857
13	0	0.65269
14	0	0.47104
15	0	0.32127
16	0	0.22999
17	0	0.21118
18	0	0.2656
19	0	0.39103
20	0	0.56187
21	0	0.76087
22	0	0.99013
23	0	1.2403
24	0	1.501
25	0	1.7618
26	0	2.0118
27	0	2.2408
28	0	2.4396
29	0	2.5998
30	1	2.7151
31	1	2.7806
32	0	2.7936
33	0	2.7537
34	0	2.6727
35	0	2.5949
36	1	2.5541
37	0	2.5521
38	0	2.5991
39	0	2.7034
40	0	2.8711
41	0	3.1055
42	0	3.4071
43	0	3.7945
44	0	4.2824
45	0	4.902
46	0	5.6587
47	0	6.5112
48	0	7.4554
49	1	8.5038
50	3	9.6544
51	0	10.901
52	0	12.223
53	1	13.577
54	0	14.99
55	1	16.525
56	0	18.183
57	1	19.945
58	2	21.781
59	1	23.698
60	4	25.771
61	0	28.15
62	1	30.993
63	3	34.461
64	2	38.77
65	2	44.204
66	2	50.95
67	2	59.039
68	0	68.559
69	8	79.735
70	4	92.876
71	2	108.22
72	3	125.86
73	1	145.83
74	7	168.11
75	8	192.67
76	15	219.41
77	10	248.02
78	17	278.05
79	18	308.97
80	28	340.25
81	16	371.16
82	17	400.79
83	24	428.23
84	37	452.52
85	39	472.67
86	38	487.82
87	33	497.29
88	42	500.7
89	39	497.89
90	50	488.93
91	44	474.1
92	36	453.84
93	36	428.72
94	37	399.48
95	38	366.99
96	21	332.17
97	18	295.98
98	15	259.58
99	3	224.05
100	6	190.23
101	1	158.71
102	2	130.02
103	1	104.59
104	2	82.716
105	2	64.488
106	5	49.741
107	0	38.116
108	0	29.27
109	0	22.828
110	3	18.328
111	1	15.206
112	0	12.987
113	0	11.362
114	1	10.06
115	0	8.9499
116	0	7.9851
117	0	7.1336
118	0	6.3994
119	2	5.7819
120	0	5.2756
121	0	4.8605
122	0	4.4818
123	0	4.1038
124	0	3.742
125	2	3.4215
126	0	3.1349
127	0	2.8531
128	0	2.5772
129	0	2.3187
130	0	2.0778
131	0	1.8542
132	0	1.657
133	0	1.4944
134	0	1.3729
135	0	1.2771
136	0	1.1904
137	0	1.1164
138	0	1.0581
139	0	1.0179
140	1	0.99743
141	0	0.97707
142	0	0.93717
143	0	0.87938
144	0	0.80605
145	0	0.7202
146	0	0.62533
147	0	0.52532
148	0	0.42429
149	0	0.32635
150	0	0.23552
151	0	0.15552
152	0	0.089618
153	0	0.040521
154	0	0.010235
155	0	0
156	0	0
157	0	0
158	0	0
159	0	0
160	0	0
161	0	0
162	0	0
163	0	0
164	0	0
165	0	0
166	0	0
167	0	0
168	0	0
169	0	0
170	0	0
171	0	0
172	0	0
173	0	0
174	0	0
175	0	0
176	0	0
177	0	0
178	0	0
179	0	0
180	0	0
